OTU,Phylum,Order
ASV870,Actinobacteriota,Corynebacteriales
ASV871,Proteobacteria,Others
ASV872,Proteobacteria,Acetobacterales
ASV873,Acidobacteriota,Acidobacteriales
ASV874,Acidobacteriota,Acidobacteriales
ASV877,Proteobacteria,Others
ASV879,Others,Others
ASV880,Actinobacteriota,Others
ASV881,Proteobacteria,Acetobacterales
ASV883,Proteobacteria,Acetobacterales
ASV884,WPS-2,WPS-2
ASV885,Proteobacteria,Acetobacterales
ASV886,Planctomycetota,Others
ASV887,Acidobacteriota,Acidobacteriales
ASV888,Acidobacteriota,Acidobacteriales
ASV889,Verrucomicrobiota,Chthoniobacterales
ASV890,Acidobacteriota,Acidobacteriales
ASV892,Proteobacteria,Sphingomodales
ASV899,Actinobacteriota,IMCC26256
ASV900,Actinobacteriota,Others
ASV901,Actinobacteriota,IMCC26256
ASV902,Verrucomicrobiota,Chthoniobacterales
ASV903,Proteobacteria,Sphingomodales
ASV904,Actinobacteriota,Others
ASV907,Proteobacteria,Acetobacterales
ASV908,Others,Bacteroidota
ASV911,Proteobacteria,Others
ASV912,Proteobacteria,Acetobacterales
ASV913,Planctomycetota,Others
ASV914,Proteobacteria,Acetobacterales
ASV917,Proteobacteria,Others
ASV918,Actinobacteriota,Others
ASV920,Planctomycetota,Isosphaerales
ASV921,Planctomycetota,Isosphaerales
ASV924,Proteobacteria,Acetobacterales
ASV925,Proteobacteria,Acetobacterales
ASV926,Proteobacteria,Others
ASV928,Proteobacteria,Acetobacterales
ASV929,Actinobacteriota,Frankiales
ASV932,Actinobacteriota,Micrococcales
ASV933,Actinobacteriota,Corynebacteriales
ASV941,Proteobacteria,Acetobacterales
ASV942,Planctomycetota,Isosphaerales
ASV943,Actinobacteriota,Corynebacteriales
ASV944,Proteobacteria,Acetobacterales
ASV945,Proteobacteria,Others
ASV948,Actinobacteriota,Others
ASV949,Actinobacteriota,Corynebacteriales
ASV953,Acidobacteriota,Acidobacteriales
ASV954,Acidobacteriota,Others
ASV957,Actinobacteriota,Micrococcales
ASV958,Proteobacteria,Acetobacterales
ASV959,Actinobacteriota,Others
ASV960,Acidobacteriota,Acidobacteriales
ASV962,Acidobacteriota,Acidobacteriales
ASV963,Acidobacteriota,Acidobacteriales
ASV964,Proteobacteria,Acetobacterales
ASV966,Planctomycetota,Isosphaerales
ASV968,Proteobacteria,Acetobacterales
ASV971,Actinobacteriota,Others
ASV975,Proteobacteria,Others
ASV977,Others,Others
ASV978,Verrucomicrobiota,Chthoniobacterales
ASV979,Proteobacteria,Acetobacterales
ASV980,Proteobacteria,Acetobacterales
ASV981,WPS-2,WPS-2
ASV982,Actinobacteriota,Others
ASV983,Firmicutes,Others
ASV984,Actinobacteriota,Pseudonocardiales
ASV985,Others,Chloroflexi
ASV988,Actinobacteriota,Others
ASV989,Acidobacteriota,Acidobacteriales
ASV990,Proteobacteria,Others
ASV991,Proteobacteria,Caulobacterales
ASV993,Actinobacteriota,Others
ASV994,Actinobacteriota,Frankiales
ASV995,Acidobacteriota,Acidobacteriales
ASV997,Actinobacteriota,Micrococcales
ASV998,Planctomycetota,Isosphaerales
ASV999,Proteobacteria,Others
ASV1001,Actinobacteriota,Pseudonocardiales
ASV1010,Actinobacteriota,Frankiales
ASV1012,Proteobacteria,Others
ASV1015,Actinobacteriota,Others
ASV1016,Acidobacteriota,Acidobacteriales
ASV1021,Actinobacteriota,Frankiales
ASV1022,Proteobacteria,Acetobacterales
ASV1023,WPS-2,WPS-2
ASV1024,Proteobacteria,Acetobacterales
ASV1027,Proteobacteria,Sphingomodales
ASV1028,Proteobacteria,Caulobacterales
ASV1030,Patescibacteria,Saccharimodales
ASV1032,Proteobacteria,Acetobacterales
ASV1035,Acidobacteriota,Others
ASV1036,Verrucomicrobiota,Chthoniobacterales
ASV1037,Proteobacteria,Others
ASV1040,Planctomycetota,Others
ASV1042,WPS-2,WPS-2
ASV1043,Proteobacteria,Acetobacterales
ASV1047,WPS-2,WPS-2
ASV1052,Acidobacteriota,Acidobacteriales
ASV1053,Acidobacteriota,Others
ASV1055,Proteobacteria,Sphingomodales
ASV1057,Proteobacteria,Acetobacterales
ASV1058,Proteobacteria,Acetobacterales
ASV1061,Proteobacteria,Others
ASV1062,Proteobacteria,Acetobacterales
ASV1063,Acidobacteriota,Acidobacteriales
ASV1064,Proteobacteria,Acetobacterales
ASV1065,Acidobacteriota,Acidobacteriales
ASV1066,WPS-2,WPS-2
ASV1067,Actinobacteriota,Others
ASV1068,Actinobacteriota,Others
ASV1069,Verrucomicrobiota,Chthoniobacterales
ASV1070,Proteobacteria,Acetobacterales
ASV1071,Acidobacteriota,Acidobacteriales
ASV1072,Proteobacteria,Sphingomodales
ASV1076,Acidobacteriota,Acidobacteriales
ASV1077,Others,Others
ASV1078,Proteobacteria,Acetobacterales
ASV1082,Verrucomicrobiota,Chthoniobacterales
ASV1088,WPS-2,WPS-2
ASV1089,Proteobacteria,Acetobacterales
ASV1091,Planctomycetota,Isosphaerales
ASV1092,Actinobacteriota,Micrococcales
ASV1093,Others,Others
ASV1094,Verrucomicrobiota,Chthoniobacterales
ASV1095,Proteobacteria,Acetobacterales
ASV1096,Actinobacteriota,Others
ASV1097,Actinobacteriota,Others
ASV1098,Actinobacteriota,Others
ASV1099,Actinobacteriota,Frankiales
ASV1101,Acidobacteriota,Acidobacteriales
ASV1102,Proteobacteria,Acetobacterales
ASV1103,Proteobacteria,Acetobacterales
ASV1108,Proteobacteria,Acetobacterales
ASV1109,Others,Others
ASV1110,Planctomycetota,Isosphaerales
ASV1112,Acidobacteriota,Acidobacteriales
ASV1117,Proteobacteria,Acetobacterales
ASV1118,Proteobacteria,Acetobacterales
ASV1119,Proteobacteria,Acetobacterales
ASV1120,Actinobacteriota,Corynebacteriales
ASV1121,Proteobacteria,Others
ASV1122,Acidobacteriota,Acidobacteriales
ASV1123,Actinobacteriota,Others
ASV1124,Actinobacteriota,Pseudonocardiales
ASV1125,Acidobacteriota,Acidobacteriales
ASV1126,Acidobacteriota,Acidobacteriales
ASV1128,Proteobacteria,Acetobacterales
ASV1130,Acidobacteriota,Acidobacteriales
ASV1136,Proteobacteria,Acetobacterales
ASV1138,Actinobacteriota,Others
ASV1141,Acidobacteriota,Others
ASV1145,Proteobacteria,Sphingomodales
ASV1146,Proteobacteria,Acetobacterales
ASV1147,Planctomycetota,Isosphaerales
ASV1149,Proteobacteria,Acetobacterales
ASV1154,Acidobacteriota,Acidobacteriales
ASV1155,Acidobacteriota,Acidobacteriales
ASV1156,Acidobacteriota,Acidobacteriales
ASV1157,Verrucomicrobiota,Chthoniobacterales
ASV1158,Proteobacteria,Others
ASV1161,Acidobacteriota,Others
ASV1162,Proteobacteria,Acetobacterales
ASV1166,Actinobacteriota,Others
ASV1169,Proteobacteria,Acetobacterales
ASV1170,Actinobacteriota,Others
ASV1172,Acidobacteriota,Others
ASV1173,Verrucomicrobiota,Chthoniobacterales
ASV1176,Acidobacteriota,Acidobacteriales
ASV1177,Acidobacteriota,Acidobacteriales
ASV1178,Proteobacteria,Acetobacterales
ASV1179,Proteobacteria,Acetobacterales
ASV1180,Actinobacteriota,Micrococcales
ASV1181,WPS-2,WPS-2
ASV1182,Actinobacteriota,Others
ASV1183,Acidobacteriota,Acidobacteriales
ASV1184,Actinobacteriota,Others
ASV1193,Actinobacteriota,Others
ASV1195,Planctomycetota,Isosphaerales
ASV1196,Proteobacteria,Acetobacterales
ASV1197,Proteobacteria,Others
ASV1198,Proteobacteria,Caulobacterales
ASV1199,Acidobacteriota,Acidobacteriales
ASV1200,Verrucomicrobiota,Chthoniobacterales
ASV1201,Actinobacteriota,Frankiales
ASV1203,Acidobacteriota,Acidobacteriales
ASV1210,WPS-2,WPS-2
ASV1221,Acidobacteriota,Others
ASV1224,Actinobacteriota,Micrococcales
ASV1225,Proteobacteria,Acetobacterales
ASV1226,Acidobacteriota,Acidobacteriales
ASV1227,Acidobacteriota,Acidobacteriales
ASV1228,Proteobacteria,Acetobacterales
ASV1230,Acidobacteriota,Others
ASV1231,Actinobacteriota,Others
ASV1232,Acidobacteriota,Acidobacteriales
ASV1233,Actinobacteriota,Pseudonocardiales
ASV1234,Actinobacteriota,Micrococcales
ASV1235,Proteobacteria,Acetobacterales
ASV1236,Proteobacteria,Others
ASV1237,Actinobacteriota,Frankiales
ASV1238,Acidobacteriota,Acidobacteriales
ASV1240,Acidobacteriota,Acidobacteriales
ASV1241,Acidobacteriota,Acidobacteriales
ASV1242,Planctomycetota,Isosphaerales
ASV1243,Proteobacteria,Acetobacterales
ASV1244,Proteobacteria,Acetobacterales
ASV1246,Proteobacteria,Acetobacterales
ASV1247,Acidobacteriota,Acidobacteriales
ASV1248,Actinobacteriota,Micrococcales
ASV1249,Proteobacteria,Others
ASV1251,Others,Others
ASV1254,Proteobacteria,Others
ASV1255,Acidobacteriota,Acidobacteriales
ASV1256,Proteobacteria,Others
ASV1257,Proteobacteria,Others
ASV1267,Proteobacteria,Caulobacterales
ASV1272,Proteobacteria,Others
ASV1273,Actinobacteriota,Others
ASV1274,Verrucomicrobiota,Chthoniobacterales
ASV1279,Acidobacteriota,Acidobacteriales
ASV1281,Proteobacteria,Caulobacterales
ASV1282,Proteobacteria,Acetobacterales
ASV1283,Planctomycetota,Isosphaerales
ASV1285,Proteobacteria,Acetobacterales
ASV1286,Actinobacteriota,Others
ASV1287,Actinobacteriota,Frankiales
ASV1291,WPS-2,WPS-2
ASV1292,Firmicutes,Paenibacillales
ASV1293,Actinobacteriota,Corynebacteriales
ASV1294,Proteobacteria,Acetobacterales
ASV1295,Firmicutes,Paenibacillales
ASV1296,Verrucomicrobiota,Chthoniobacterales
ASV1297,Firmicutes,Others
ASV1300,Acidobacteriota,Acidobacteriales
ASV1303,Actinobacteriota,Corynebacteriales
ASV1309,Proteobacteria,Acetobacterales
ASV1310,Acidobacteriota,Acidobacteriales
ASV1311,Proteobacteria,Others
ASV1312,Proteobacteria,Acetobacterales
ASV1313,Acidobacteriota,Acidobacteriales
ASV1315,Acidobacteriota,Acidobacteriales
ASV1318,Proteobacteria,Sphingomodales
ASV1320,Actinobacteriota,Corynebacteriales
ASV1321,Actinobacteriota,Others
ASV1322,WPS-2,WPS-2
ASV1323,Actinobacteriota,Others
ASV1324,Proteobacteria,Acetobacterales
ASV1325,Acidobacteriota,Acidobacteriales
ASV1327,Others,Others
ASV1328,Proteobacteria,Acetobacterales
ASV1329,Dependentiae,Babeliales
ASV1330,Verrucomicrobiota,Chthoniobacterales
ASV1331,Proteobacteria,Caulobacterales
ASV1332,Proteobacteria,Acetobacterales
ASV1335,Proteobacteria,Acetobacterales
ASV1337,Verrucomicrobiota,Chthoniobacterales
ASV1338,Proteobacteria,Acetobacterales
ASV1339,Actinobacteriota,Solirubrobacterales
ASV1340,Planctomycetota,Others
ASV1341,Proteobacteria,Caulobacterales
ASV1343,Actinobacteriota,Micrococcales
ASV1347,Actinobacteriota,Others
ASV1348,Verrucomicrobiota,Chthoniobacterales
ASV1349,Planctomycetota,Isosphaerales
ASV1351,Others,Others
ASV1352,Firmicutes,Others
ASV1353,Acidobacteriota,Acidobacteriales
ASV1354,Proteobacteria,Others
ASV1355,Proteobacteria,Acetobacterales
ASV1356,Planctomycetota,Isosphaerales
ASV1357,Acidobacteriota,Acidobacteriales
ASV1358,Actinobacteriota,Micrococcales
ASV1359,Proteobacteria,Acetobacterales
ASV1361,Firmicutes,Paenibacillales
ASV1362,Actinobacteriota,Frankiales
ASV1364,Proteobacteria,Acetobacterales
ASV1365,Proteobacteria,Others
ASV1366,Planctomycetota,Isosphaerales
ASV1371,Proteobacteria,Others
ASV1372,Proteobacteria,Others
ASV1373,Proteobacteria,Caulobacterales
ASV1376,Proteobacteria,Others
ASV1382,Planctomycetota,Others
ASV1385,Actinobacteriota,Others
ASV1386,Proteobacteria,Acetobacterales
ASV1387,Verrucomicrobiota,Chthoniobacterales
ASV1388,Acidobacteriota,Acidobacteriales
ASV1389,Acidobacteriota,Acidobacteriales
ASV1391,Actinobacteriota,Pseudonocardiales
ASV1392,Acidobacteriota,Acidobacteriales
ASV1393,Firmicutes,Others
ASV1394,Planctomycetota,Isosphaerales
ASV1395,Proteobacteria,Others
ASV1396,Acidobacteriota,Acidobacteriales
ASV1400,Verrucomicrobiota,Chthoniobacterales
ASV1402,Proteobacteria,Others
ASV1403,Proteobacteria,Acetobacterales
ASV1405,Acidobacteriota,Acidobacteriales
ASV1407,Verrucomicrobiota,Chthoniobacterales
ASV1412,Proteobacteria,Acetobacterales
ASV1415,Actinobacteriota,Micrococcales
ASV1418,Proteobacteria,Acetobacterales
ASV1419,Verrucomicrobiota,Chthoniobacterales
ASV1420,Acidobacteriota,Acidobacteriales
ASV1421,Actinobacteriota,Others
ASV1423,Acidobacteriota,Acidobacteriales
ASV1425,Proteobacteria,Acetobacterales
ASV1426,Actinobacteriota,Others
ASV1428,Verrucomicrobiota,Chthoniobacterales
ASV1429,Proteobacteria,Acetobacterales
ASV1430,Acidobacteriota,Acidobacteriales
ASV1431,Acidobacteriota,Acidobacteriales
ASV1432,Firmicutes,Paenibacillales
ASV1434,Actinobacteriota,Frankiales
ASV1437,Proteobacteria,Acetobacterales
ASV1441,Acidobacteriota,Acidobacteriales
ASV1442,Acidobacteriota,Acidobacteriales
ASV1446,Proteobacteria,Others
ASV1449,Proteobacteria,Acetobacterales
ASV1450,Proteobacteria,Acetobacterales
ASV1451,Actinobacteriota,Others
ASV1452,Actinobacteriota,Pseudonocardiales
ASV1455,Proteobacteria,Acetobacterales
ASV1456,Actinobacteriota,Solirubrobacterales
ASV1463,Proteobacteria,Others
ASV1464,Proteobacteria,Caulobacterales
ASV1465,Planctomycetota,Others
ASV1466,Proteobacteria,Others
ASV1467,Acidobacteriota,Acidobacteriales
ASV1468,Actinobacteriota,Frankiales
ASV1469,Others,Bacteroidota
ASV1470,Proteobacteria,Acetobacterales
ASV1472,Acidobacteriota,Acidobacteriales
ASV1476,Planctomycetota,Isosphaerales
ASV1477,Acidobacteriota,Acidobacteriales
ASV1478,Proteobacteria,Others
ASV1479,Others,Others
ASV1480,Planctomycetota,Others
ASV1481,Proteobacteria,Others
ASV1483,Proteobacteria,Acetobacterales
ASV1484,Acidobacteriota,Acidobacteriales
ASV1485,Actinobacteriota,Others
ASV1486,Acidobacteriota,Acidobacteriales
ASV1488,Proteobacteria,Acetobacterales
ASV1489,Acidobacteriota,Acidobacteriales
ASV1490,Acidobacteriota,Acidobacteriales
ASV1492,Acidobacteriota,Acidobacteriales
ASV1495,Acidobacteriota,Acidobacteriales
ASV1496,Actinobacteriota,Others
ASV1497,Actinobacteriota,Others
ASV1498,Actinobacteriota,Others
ASV1500,Acidobacteriota,Acidobacteriales
ASV1501,Proteobacteria,Acetobacterales
ASV1502,Verrucomicrobiota,Chthoniobacterales
ASV1504,Proteobacteria,Caulobacterales
ASV1505,Planctomycetota,Isosphaerales
ASV1506,Actinobacteriota,Micrococcales
ASV1507,Proteobacteria,Acetobacterales
ASV1509,Proteobacteria,Acetobacterales
ASV1511,Verrucomicrobiota,Chthoniobacterales
ASV1512,Acidobacteriota,Acidobacteriales
ASV1515,Actinobacteriota,Frankiales
ASV1518,Others,Others
ASV1519,Acidobacteriota,Acidobacteriales
ASV1521,Proteobacteria,Others
ASV1523,Actinobacteriota,Others
ASV1524,Actinobacteriota,Others
ASV1525,Actinobacteriota,Others
ASV1526,Others,Others
ASV1529,Verrucomicrobiota,Chthoniobacterales
ASV1530,Actinobacteriota,Corynebacteriales
ASV1531,Acidobacteriota,Acidobacteriales
ASV1532,Proteobacteria,Acetobacterales
ASV1533,Proteobacteria,Acetobacterales
ASV1534,Acidobacteriota,Acidobacteriales
ASV1535,Proteobacteria,Acetobacterales
ASV1536,Acidobacteriota,Acidobacteriales
ASV1537,Proteobacteria,Caulobacterales
ASV1538,Proteobacteria,Acetobacterales
ASV1539,Actinobacteriota,Solirubrobacterales
ASV1540,Actinobacteriota,Solirubrobacterales
ASV1541,Actinobacteriota,Others
ASV1542,Actinobacteriota,Others
ASV1543,Actinobacteriota,Others
ASV1544,Actinobacteriota,Pseudonocardiales
ASV1545,Acidobacteriota,Acidobacteriales
ASV1546,Actinobacteriota,Solirubrobacterales
ASV1547,Actinobacteriota,Solirubrobacterales
ASV1548,Actinobacteriota,Solirubrobacterales
ASV1553,Actinobacteriota,Frankiales
ASV1554,Proteobacteria,Acetobacterales
ASV1555,Others,Others
ASV1556,Acidobacteriota,Acidobacteriales
ASV1559,Actinobacteriota,Pseudonocardiales
ASV1560,Actinobacteriota,Others
ASV1562,Actinobacteriota,Solirubrobacterales
ASV1563,Acidobacteriota,Others
ASV1564,Actinobacteriota,Others
ASV1565,Others,Others
ASV1566,Actinobacteriota,Others
ASV1567,Proteobacteria,Acetobacterales
ASV1568,Proteobacteria,Acetobacterales
ASV1571,Proteobacteria,Acetobacterales
ASV1572,Proteobacteria,Others
ASV1573,Proteobacteria,Acetobacterales
ASV1574,Proteobacteria,Others
ASV1575,Proteobacteria,Acetobacterales
ASV1576,Planctomycetota,Isosphaerales
ASV1577,Proteobacteria,Acetobacterales
ASV1578,Proteobacteria,Sphingomodales
ASV1579,Actinobacteriota,Micrococcales
ASV1581,Actinobacteriota,Others
ASV1582,Actinobacteriota,Frankiales
ASV1583,Acidobacteriota,Acidobacteriales
ASV1584,Acidobacteriota,Acidobacteriales
ASV1585,Actinobacteriota,Solirubrobacterales
ASV1587,Actinobacteriota,Others
ASV1588,Acidobacteriota,Acidobacteriales
ASV1589,Firmicutes,Others
ASV1595,Actinobacteriota,Solirubrobacterales
ASV1596,Acidobacteriota,Acidobacteriales
ASV1599,Others,Others
ASV1600,Proteobacteria,Others
ASV1602,Actinobacteriota,Solirubrobacterales
ASV1603,Planctomycetota,Isosphaerales
ASV1612,Planctomycetota,Isosphaerales
ASV1615,Acidobacteriota,Acidobacteriales
ASV1617,Actinobacteriota,Solirubrobacterales
ASV1618,Actinobacteriota,Corynebacteriales
ASV1620,Verrucomicrobiota,Chthoniobacterales
ASV1622,Acidobacteriota,Acidobacteriales
ASV1623,Proteobacteria,Others
ASV1628,Acidobacteriota,Acidobacteriales
ASV1630,Others,Bacteroidota
ASV1632,Proteobacteria,Others
ASV1634,Actinobacteriota,Solirubrobacterales
ASV1635,Acidobacteriota,Others
ASV1636,Proteobacteria,Acetobacterales
ASV1637,Planctomycetota,Isosphaerales
ASV1638,Others,Others
ASV1639,Actinobacteriota,Others
ASV1642,Proteobacteria,Caulobacterales
ASV1643,Actinobacteriota,IMCC26256
ASV1644,Verrucomicrobiota,Chthoniobacterales
ASV1645,Actinobacteriota,Others
ASV1646,Actinobacteriota,Frankiales
ASV1647,Actinobacteriota,Frankiales
ASV1648,Actinobacteriota,Frankiales
ASV1649,Proteobacteria,Acetobacterales
ASV1650,Actinobacteriota,Others
ASV1651,Proteobacteria,Acetobacterales
ASV1652,Firmicutes,Others
ASV1654,Proteobacteria,Acetobacterales
ASV1656,Proteobacteria,Others
ASV1657,Proteobacteria,Others
ASV1659,Verrucomicrobiota,Chthoniobacterales
ASV1662,Planctomycetota,Isosphaerales
ASV1664,Verrucomicrobiota,Chthoniobacterales
ASV1665,Acidobacteriota,Acidobacteriales
ASV1667,Acidobacteriota,Acidobacteriales
ASV1668,Proteobacteria,Sphingomodales
ASV1670,Actinobacteriota,Solirubrobacterales
ASV1671,Actinobacteriota,Others
ASV1673,Proteobacteria,Acetobacterales
ASV1674,Proteobacteria,Acetobacterales
ASV1677,Planctomycetota,Isosphaerales
ASV1678,Verrucomicrobiota,Chthoniobacterales
ASV1681,Others,Bacteroidota
ASV1682,Actinobacteriota,IMCC26256
ASV1684,Acidobacteriota,Acidobacteriales
ASV1686,Actinobacteriota,Others
ASV1687,Actinobacteriota,Others
ASV1688,Proteobacteria,Acetobacterales
ASV1689,Actinobacteriota,Others
ASV1690,Actinobacteriota,Pseudonocardiales
ASV1691,Others,Bacteroidota
ASV1694,Proteobacteria,Acetobacterales
ASV1695,Proteobacteria,Sphingomodales
ASV1696,Proteobacteria,Acetobacterales
ASV1707,Planctomycetota,Isosphaerales
ASV1708,Proteobacteria,Acetobacterales
ASV1709,Proteobacteria,Acetobacterales
ASV1711,Proteobacteria,Acetobacterales
ASV1712,Actinobacteriota,Corynebacteriales
ASV1713,Proteobacteria,Acetobacterales
ASV1717,Verrucomicrobiota,Chthoniobacterales
ASV1718,Actinobacteriota,Others
ASV1719,Proteobacteria,Others
ASV1720,Actinobacteriota,Solirubrobacterales
ASV1723,Proteobacteria,Others
ASV1725,Actinobacteriota,Others
ASV1727,Proteobacteria,Acetobacterales
ASV1728,Proteobacteria,Others
ASV1729,Proteobacteria,Others
ASV1730,Proteobacteria,Others
ASV1731,Proteobacteria,Others
ASV1732,Proteobacteria,Sphingomodales
ASV1733,Actinobacteriota,Corynebacteriales
ASV1734,Actinobacteriota,Pseudonocardiales
ASV1735,Verrucomicrobiota,Chthoniobacterales
ASV1737,Proteobacteria,Acetobacterales
ASV1739,Planctomycetota,Isosphaerales
ASV1740,Actinobacteriota,IMCC26256
ASV1741,Acidobacteriota,Acidobacteriales
ASV1742,Actinobacteriota,Others
ASV1743,Verrucomicrobiota,Chthoniobacterales
ASV1744,Verrucomicrobiota,Chthoniobacterales
ASV1745,Firmicutes,Paenibacillales
ASV1750,Proteobacteria,Acetobacterales
ASV1754,Verrucomicrobiota,Chthoniobacterales
ASV1761,Others,Others
ASV1764,Actinobacteriota,Others
ASV1765,Proteobacteria,Others
ASV1768,Acidobacteriota,Acidobacteriales
ASV1770,Actinobacteriota,Solirubrobacterales
ASV1771,Acidobacteriota,Acidobacteriales
ASV1774,Acidobacteriota,Acidobacteriales
ASV1775,Proteobacteria,Others
ASV1776,Proteobacteria,Sphingomodales
ASV1778,Actinobacteriota,Others
ASV1779,Actinobacteriota,Frankiales
ASV1780,Actinobacteriota,Others
ASV1781,Actinobacteriota,Solirubrobacterales
ASV1782,Acidobacteriota,Acidobacteriales
ASV1783,Actinobacteriota,Solirubrobacterales
ASV1784,Actinobacteriota,Others
ASV1785,Actinobacteriota,Others
ASV1786,Proteobacteria,Others
ASV1787,Actinobacteriota,Solirubrobacterales
ASV1788,Acidobacteriota,Acidobacteriales
ASV1789,Proteobacteria,Others
ASV1791,Proteobacteria,Acetobacterales
ASV1795,Actinobacteriota,IMCC26256
ASV1796,Planctomycetota,Isosphaerales
ASV1797,Acidobacteriota,Acidobacteriales
ASV1798,Proteobacteria,Caulobacterales
ASV1803,Planctomycetota,Isosphaerales
ASV1805,Proteobacteria,Others
ASV1806,Others,Chloroflexi
ASV1808,Acidobacteriota,Acidobacteriales
ASV1812,Proteobacteria,Sphingomodales
ASV1814,Proteobacteria,Acetobacterales
ASV1816,Actinobacteriota,Others
ASV1817,Acidobacteriota,Acidobacteriales
ASV1818,Acidobacteriota,Acidobacteriales
ASV1819,Proteobacteria,Acetobacterales
ASV1820,Proteobacteria,Acetobacterales
ASV1821,Planctomycetota,Isosphaerales
ASV1823,Acidobacteriota,Acidobacteriales
ASV1825,Proteobacteria,Others
ASV1826,Acidobacteriota,Acidobacteriales
ASV1827,Actinobacteriota,Frankiales
ASV1828,Actinobacteriota,Pseudonocardiales
ASV1829,Actinobacteriota,Others
ASV1831,Acidobacteriota,Acidobacteriales
ASV1833,Proteobacteria,Acetobacterales
ASV1834,Proteobacteria,Caulobacterales
ASV1835,Acidobacteriota,Acidobacteriales
ASV1836,Others,Bacteroidota
ASV1837,Verrucomicrobiota,Chthoniobacterales
ASV1838,Planctomycetota,Isosphaerales
ASV1842,Proteobacteria,Acetobacterales
ASV1843,Proteobacteria,Others
ASV1844,Acidobacteriota,Acidobacteriales
ASV1845,Others,Others
ASV1849,Actinobacteriota,Frankiales
ASV1851,Others,Others
ASV1852,Actinobacteriota,Micrococcales
ASV1853,Acidobacteriota,Acidobacteriales
ASV1854,Actinobacteriota,Others
